<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.08	05:30:00	23756.53	23761.15	23752.78	23754.65	2706	0	95
2025.09.08	05:45:00	23754.53	23757.00	23746.15	23754.15	3123	0	95
2025.09.08	06:00:00	23754.03	23755.28	23740.75	23741.53	2694	0	95
2025.09.08	06:15:00	23741.40	23745.40	23734.00	23745.28	2436	0	95
2025.09.08	06:30:00	23745.40	23749.78	23730.25	23735.78	2851	0	95
2025.09.08	06:45:00	23735.90	23740.53	23724.50	23733.40	2539	0	95
2025.09.08	07:00:00	23733.28	23739.78	23730.78	23735.90	2648	0	95
2025.09.08	07:15:00	23736.03	23750.65	23735.65	23741.40	3004	0	95
2025.09.08	07:30:00	23741.53	23744.03	23729.65	23731.65	3280	0	95
2025.09.08	07:45:00	23731.78	23737.53	23728.78	23730.65	3732	0	95
2025.09.08	08:00:00	23730.50	23758.90	23729.90	23755.15	8597	0	95
2025.09.08	08:15:00	23755.03	23762.53	23748.00	23756.15	5890	0	95
2025.09.08	08:30:00	23756.00	23758.15	23747.00	23752.90	5199	0	95
2025.09.08	08:45:00	23753.03	23758.75	23747.25	23752.00	3802	0	95
2025.09.08	09:00:00	23751.75	23777.40	23749.25	23767.90	10658	0	95
2025.09.08	09:15:00	23768.03	23780.65	23761.75	23762.90	7164	0	95
2025.09.08	09:30:00	23762.75	23781.03	23758.53	23779.15	6703	0	95
2025.09.08	09:45:00	23779.03	23780.65	23751.40	23752.90	6518	0	95
2025.09.08	10:00:00	23752.78	23764.65	23740.50	23763.15	9641	0	95
2025.09.08	10:15:00	23763.03	23765.53	23754.65	23758.25	6354	0	95
2025.09.08	10:30:00	23758.15	23767.28	23753.90	23766.15	4119	0	95
2025.09.08	10:45:00	23766.00	23768.28	23757.90	23764.15	3943	0	95
2025.09.08	11:00:00	23764.25	23766.40	23754.40	23762.15	4533	0	95
2025.09.08	11:15:00	23762.03	23769.78	23760.50	23763.15	3052	0	95
2025.09.08	11:30:00	23763.28	23769.28	23760.25	23765.00	3525	0	95
2025.09.08	11:45:00	23765.15	23785.00	23764.40	23780.65	3322	0	95
2025.09.08	12:00:00	23780.78	23788.40	23773.90	23785.78	3599	0	95
2025.09.08	12:15:00	23785.65	23785.90	23776.65	23779.65	3259	0	95
2025.09.08	12:30:00	23779.78	23789.65	23777.53	23782.90	3862	0	95
2025.09.08	12:45:00	23782.78	23783.40	23768.78	23771.28	3287	0	95
2025.09.08	13:00:00	23771.40	23781.03	23764.90	23780.65	5117	0	95
2025.09.08	13:15:00	23780.78	23781.15	23767.65	23776.78	3882	0	95
2025.09.08	13:30:00	23776.65	23781.53	23770.53	23775.78	3510	0	95
2025.09.08	13:45:00	23775.65	23778.65	23760.50	23762.15	4698	0	95
2025.09.08	14:00:00	23762.28	23768.00	23744.03	23746.40	8570	0	95
2025.09.08	14:15:00	23746.28	23755.15	23743.40	23753.40	6935	0	95
2025.09.08	14:30:00	23753.53	23768.15	23752.53	23759.15	7151	0	95
2025.09.08	14:45:00	23759.28	23778.90	23753.90	23778.15	8175	0	95
2025.09.08	15:00:00	23778.28	23782.15	23766.78	23780.65	7211	0	95
2025.09.08	15:15:00	23780.78	23794.28	23776.75	23782.78	11221	0	95
2025.09.08	15:30:00	23782.90	23845.90	23771.28	23830.90	141854	0	95
2025.09.08	15:45:00	23830.78	23875.90	23813.40	23845.78	103477	0	95
2025.09.08	16:00:00	23845.65	23869.15	23826.25	23841.53	76021	0	95
2025.09.08	16:15:00	23841.65	23869.00	23805.65	23862.15	62814	0	95
2025.09.08	16:30:00	23862.28	23886.03	23851.65	23880.53	45121	0	95
2025.09.08	16:45:00	23880.75	23887.65	23857.65	23859.03	34778	0	95
2025.09.08	17:00:00	23859.15	23880.28	23854.15	23873.03	31703	0	95
2025.09.08	17:15:00	23872.90	23876.78	23843.53	23875.78	31174	0	95
2025.09.08	17:30:00	23875.65	23883.03	23857.90	23860.90	24630	0	95
2025.09.08	17:45:00	23860.78	23875.65	23829.53	23872.28	31672	0	95
2025.09.08	18:00:00	23872.40	23873.28	23841.03	23843.03	26479	0	95
2025.09.08	18:15:00	23843.15	23843.15	23820.53	23830.65	27060	0	95
2025.09.08	18:30:00	23830.78	23837.15	23789.65	23813.03	34462	0	95
2025.09.08	18:45:00	23812.90	23821.28	23791.78	23811.03	24710	0	95
2025.09.08	19:00:00	23811.15	23815.40	23784.65	23787.78	25690	0	95
2025.09.08	19:15:00	23787.90	23816.53	23786.28	23804.78	22328	0	95
2025.09.08	19:30:00	23804.90	23811.78	23792.15	23802.53	19771	0	95
2025.09.08	19:45:00	23802.65	23804.53	23762.28	23782.03	29576	0	95
2025.09.08	20:00:00	23782.15	23804.03	23772.03	23799.03	23279	0	95
2025.09.08	20:15:00	23798.90	23819.03	23796.65	23812.03	20391	0	95
2025.09.08	20:30:00	23812.15	23816.28	23787.03	23800.78	17119	0	95
2025.09.08	20:45:00	23800.65	23810.78	23789.40	23793.03	15591	0	95
2025.09.08	21:00:00	23793.15	23796.03	23763.28	23769.53	22986	0	95
2025.09.08	21:15:00	23769.65	23775.40	23759.65	23770.03	24266	0	95
2025.09.08	21:30:00	23770.15	23802.65	23769.90	23799.03	22755	0	95
2025.09.08	21:45:00	23798.90	23811.00	23784.40	23801.53	44094	0	95
2025.09.08	22:00:00	23801.65	23809.65	23794.65	23804.03	11500	0	95
2025.09.08	22:15:00	23803.90	23804.03	23795.78	23800.78	2370	0	95
2025.09.08	22:30:00	23800.65	23802.53	23792.75	23794.15	1823	0	95
2025.09.08	22:45:00	23794.03	23799.15	23791.53	23797.65	1576	0	95
2025.09.09	00:00:00	23798.65	23818.15	23798.00	23814.25	1462	0	95
2025.09.09	00:15:00	23814.00	23820.75	23808.75	23814.90	1323	0	95
2025.09.09	00:30:00	23815.03	23824.03	23814.65	23821.90	1807	0	95
2025.09.09	00:45:00	23822.03	23828.28	23817.75	23824.65	2329	0	95
2025.09.09	01:00:00	23824.75	23829.65	23820.53	23823.65	1904	0	95
2025.09.09	01:15:00	23823.78	23826.78	23815.28	23817.90	1793	0	95
2025.09.09	01:30:00	23818.03	23820.78	23804.25	23804.90	2426	0	95
2025.09.09	01:45:00	23804.78	23812.78	23803.40	23807.15	2397	0	95
2025.09.09	02:00:00	23807.03	23826.28	23802.50	23826.28	6242	0	95
2025.09.09	02:15:00	23826.15	23826.15	23810.40	23814.15	3170	0	95
2025.09.09	02:30:00	23814.00	23814.78	23807.00	23811.90	2522	0	95
2025.09.09	02:45:00	23811.75	23815.15	23804.90	23806.90	3036	0	95
2025.09.09	03:00:00	23806.78	23811.53	23803.40	23807.65	2896	0	95
2025.09.09	03:15:00	23807.53	23807.90	23790.28	23796.50	3819	0	95
2025.09.09	03:30:00	23796.40	23803.90	23793.90	23803.40	4063	0	95
2025.09.09	03:45:00	23803.25	23817.78	23802.40	23813.15	3994	0	95
2025.09.09	04:00:00	23813.28	23830.00	23813.15	23828.65	2800	0	95
2025.09.09	04:15:00	23828.75	23834.03	23827.53	23832.03	2301	0	95
2025.09.09	04:30:00	23831.90	23846.78	23828.15	23833.65	3725	0	95
2025.09.09	04:45:00	23833.53	23834.65	23824.53	23827.15	2412	0	95
2025.09.09	05:00:00	23827.00	23835.78	23826.00	23831.15	2472	0	95
2025.09.09	05:15:00	23831.03	23837.78	23829.78	23836.15	2116	0	95
2025.09.09	05:30:00	23836.28	23841.65	23835.75	23838.40	2303	0	95
2025.09.09	05:45:00	23838.53	23841.65	23835.65	23838.65	1633	0	95
2025.09.09	06:00:00	23838.78	23840.15	23832.50	23835.65	1637	0	95
2025.09.09	06:15:00	23835.75	23839.28	23833.78	23834.03	1184	0	95
2025.09.09	06:30:00	23833.90	23837.15	23830.78	23831.78	1264	0	95
2025.09.09	06:45:00	23831.90	23839.65	23830.03	23837.28	1235	0	95
2025.09.09	07:00:00	23837.15	23837.15	23832.03	23833.40	4897	0	95
2025.09.09	07:15:00	23833.28	23833.65	23814.50	23818.28	4001	0	95
2025.09.09	07:30:00	23818.40	23829.03	23818.15	23825.40	3092	0	95
2025.09.09	07:45:00	23825.28	23841.65	23823.15	23834.15	2876	0	95
2025.09.09	08:00:00	23834.28	23852.78	23829.90	23850.90	4543	0	95
2025.09.09	08:15:00	23850.75	23854.40	23840.25	23848.15	4696	0	95
2025.09.09	08:30:00	23848.00	23854.03	23841.03	23845.00	4260	0	95
2025.09.09	08:45:00	23844.90	23855.15	23843.50	23849.40	3668	0	95
2025.09.09	09:00:00	23849.53	23863.28	23845.90	23863.15	6168	0	95
2025.09.09	09:15:00	23863.28	23870.15	23858.53	23866.65	4878	0	95
2025.09.09	09:30:00	23866.53	23884.65	23854.50	23855.40	7006	0	95
2025.09.09	09:45:00	23855.28	23857.53	23849.78	23854.78	5778	0	95
2025.09.09	10:00:00	23854.65	23856.78	23838.40	23845.90	6338	0	95
2025.09.09	10:15:00	23846.03	23853.90	23835.90	23848.65	11153	0	95
2025.09.09	10:30:00	23848.75	23855.03	23837.40	23845.40	6607	0	95
2025.09.09	10:45:00	23845.50	23846.00	23833.65	23842.65	5701	0	95
2025.09.09	11:00:00	23842.75	23850.28	23835.50	23849.53	5484	0	95
2025.09.09	11:15:00	23849.65	23854.65	23843.65	23846.90	4672	0	95
2025.09.09	11:30:00	23847.03	23855.65	23845.78	23849.03	4302	0	95
2025.09.09	11:45:00	23848.90	23852.28	23841.65	23843.65	4842	0	95
2025.09.09	12:00:00	23843.75	23856.15	23841.40	23852.90	3351	0	95
2025.09.09	12:15:00	23853.03	23855.75	23846.15	23846.53	2780	0	95
2025.09.09	12:30:00	23846.65	23857.50	23840.53	23855.65	4567	0	95
2025.09.09	12:45:00	23855.78	23856.78	23837.40	23845.03	3945	0	95
2025.09.09	13:00:00	23845.15	23845.15	23828.25	23830.90	5822	0	95
2025.09.09	13:15:00	23830.75	23830.90	23811.40	23820.65	7910	0	95
2025.09.09	13:30:00	23820.53	23836.28	23820.28	23835.65	5167	0	95
2025.09.09	13:45:00	23835.75	23852.90	23835.15	23849.03	6055	0	95
2025.09.09	14:00:00	23848.90	23856.15	23838.03	23853.03	5821	0	95
2025.09.09	14:15:00	23853.25	23856.90	23841.15	23851.40	5285	0	95
2025.09.09	14:30:00	23851.53	23851.53	23834.40	23842.15	9597	0	95
2025.09.09	14:45:00	23842.28	23845.28	23833.00	23838.78	6929	0	95
2025.09.09	15:00:00	23838.90	23840.03	23799.78	23822.28	29136	0	95
2025.09.09	15:15:00	23822.15	23837.40	23809.78	23834.53	17818	0	95
2025.09.09	15:30:00	23834.65	23857.15	23815.75	23841.03	132020	0	95
2025.09.09	15:45:00	23840.90	23848.15	23800.65	23814.03	74111	0	95
2025.09.09	16:00:00	23814.15	23850.28	23781.00	23835.28	110327	0	95
2025.09.09	16:15:00	23835.15	23841.28	23798.78	23810.03	70154	0	95
2025.09.09	16:30:00	23810.15	23811.90	23725.90	23743.28	87418	0	95
2025.09.09	16:45:00	23743.40	23802.25	23736.03	23785.53	65150	0	95
2025.09.09	17:00:00	23785.40	23802.78	23751.65	23776.03	55033	0	95
2025.09.09	17:15:00	23776.15	23790.15	23773.15	23783.78	34893	0	95
2025.09.09	17:30:00	23783.65	23785.78	23753.40	23760.28	38316	0	95
2025.09.09	17:45:00	23760.40	23812.15	23757.53	23784.03	40181	0	95
2025.09.09	18:00:00	23784.15	23820.65	23781.15	23819.28	31862	0	95
2025.09.09	18:15:00	23819.15	23833.40	23794.78	23817.53	32283	0	95
2025.09.09	18:30:00	23817.40	23821.78	23809.15	23811.28	21560	0	95
2025.09.09	18:45:00	23811.40	23829.15	23805.78	23820.53	23093	0	95
2025.09.09	19:00:00	23820.65	23854.78	23820.40	23838.78	29336	0	95
2025.09.09	19:15:00	23838.65	23853.65	23838.15	23841.53	25040	0	95
2025.09.09	19:30:00	23841.65	23846.78	23825.65	23833.03	27668	0	95
2025.09.09	19:45:00	23833.15	23845.78	23831.15	23838.78	21888	0	95
2025.09.09	20:00:00	23838.90	23848.40	23822.78	23842.53	28545	0	95
2025.09.09	20:15:00	23842.40	23846.28	23831.15	23833.28	23474	0	95
2025.09.09	20:30:00	23833.40	23838.28	23823.53	23828.03	20590	0	95
2025.09.09	20:45:00	23828.15	23848.40	23828.15	23843.28	18075	0	95
2025.09.09	21:00:00	23843.15	23847.65	23835.78	23838.03	18817	0	95
2025.09.09	21:15:00	23837.90	23860.65	23837.78	23855.65	18006	0	95
2025.09.09	21:30:00	23855.78	23860.78	23834.75	23845.28	19719	0	95
2025.09.09	21:45:00	23845.15	23889.00	23843.65	23866.90	40148	0	95
2025.09.09	22:00:00	23867.03	23880.03	23847.53	23877.03	17145	0	95
2025.09.09	22:15:00	23877.15	23901.50	23870.28	23896.28	14211	0	95
2025.09.09	22:30:00	23896.40	23920.00	23891.53	23907.78	9670	0	95
2025.09.09	22:45:00	23907.90	23911.65	23884.75	23889.28	7649	0	95
2025.09.10	00:00:00	23897.50	23911.28	23889.65	23907.28	5925	0	95
2025.09.10	00:15:00	23907.15	23909.90	23890.75	23896.53	3042	0	95
2025.09.10	00:30:00	23896.40	23904.28	23892.65	23896.40	2638	0	95
2025.09.10	00:45:00	23896.28	23901.90	23893.25	23895.40	1951	0	95
2025.09.10	01:00:00	23895.50	23897.40	23883.50	23891.78	3306	0	95
2025.09.10	01:15:00	23891.65	23893.65	23874.00	23876.65	4109	0	95
2025.09.10	01:30:00	23876.78	23885.53	23874.03	23884.53	2611	0	95
2025.09.10	01:45:00	23884.40	23890.53	23878.75	23885.25	2894	0	95
2025.09.10	02:00:00	23885.15	23896.00	23880.65	23893.15	4450	0	95
2025.09.10	02:15:00	23893.25	23898.50	23889.28	23895.65	2554	0	95
2025.09.10	02:30:00	23895.53	23898.15	23888.90	23895.15	2000	0	95
2025.09.10	02:45:00	23895.03	23895.28	23881.03	23885.40	2615	0	95
2025.09.10	03:00:00	23885.53	23891.03	23877.28	23880.78	3300	0	95
2025.09.10	03:15:00	23880.65	23898.03	23878.78	23896.90	2935	0	95
2025.09.10	03:30:00	23896.75	23904.15	23892.78	23895.65	3710	0	95
2025.09.10	03:45:00	23895.75	23905.65	23895.15	23902.40	3091	0	95
2025.09.10	04:00:00	23902.53	23905.90	23896.90	23902.15	2561	0	95
2025.09.10	04:15:00	23902.28	23906.15	23897.15	23904.78	2400	0	95
2025.09.10	04:30:00	23904.90	23916.40	23902.90	23906.75	2536	0	95
2025.09.10	04:45:00	23906.90	23913.15	23906.00	23910.65	1748	0	95
2025.09.10	05:00:00	23910.78	23916.15	23910.28	23914.40	1578	0	95
2025.09.10	05:15:00	23914.53	23915.28	23910.90	23912.65	1069	0	95
2025.09.10	05:30:00	23912.78	23918.25	23911.50	23914.15	1592	0	95
2025.09.10	05:45:00	23914.28	23917.65	23912.40	23916.90	1229	0	95
2025.09.10	06:00:00	23917.03	23921.90	23916.40	23918.90	1415	0	95
2025.09.10	06:15:00	23919.00	23921.00	23916.65	23918.40	709	0	95
2025.09.10	06:30:00	23918.53	23923.78	23916.75	23919.90	1472	0	95
2025.09.10	06:45:00	23919.78	23922.50	23916.78	23921.40	1277	0	95
2025.09.10	07:00:00	23921.53	23922.40	23911.50	23917.28	4700	0	95
2025.09.10	07:15:00	23917.40	23921.65	23912.00	23919.40	2023	0	95
2025.09.10	07:30:00	23919.53	23928.40	23912.78	23916.40	2845	0	95
2025.09.10	07:45:00	23916.53	23920.25	23914.15	23918.40	1913	0	95
2025.09.10	08:00:00	23918.28	23927.78	23911.90	23925.90	3625	0	95
2025.09.10	08:15:00	23926.00	23937.78	23920.90	23935.53	4014	0	95
2025.09.10	08:30:00	23935.65	23947.78	23935.65	23945.90	3950	0	95
2025.09.10	08:45:00	23945.78	23945.90	23930.25	23943.25	3328	0	95
2025.09.10	09:00:00	23943.00	23953.00	23936.28	23950.40	7014	0	95
2025.09.10	09:15:00	23950.53	23951.53	23940.40	23943.40	4774	0	95
2025.09.10	09:30:00	23943.53	23946.15	23934.78	23938.53	4970	0	95
2025.09.10	09:45:00	23938.40	23945.90	23935.15	23937.50	4622	0	95
2025.09.10	10:00:00	23937.65	23940.15	23917.53	23928.03	6412	0	95
2025.09.10	10:15:00	23927.90	23931.28	23908.25	23909.78	4757	0	95
2025.09.10	10:30:00	23909.65	23911.65	23887.90	23891.15	7562	0	95
2025.09.10	10:45:00	23891.03	23904.15	23886.65	23895.40	5839	0	95
2025.09.10	11:00:00	23895.28	23900.53	23885.00	23893.65	6680	0	95
2025.09.10	11:15:00	23893.50	23894.03	23881.78	23888.28	4522	0	95
2025.09.10	11:30:00	23888.15	23901.15	23885.40	23900.40	4203	0	95
2025.09.10	11:45:00	23900.53	23909.78	23899.90	23908.40	3846	0	95
2025.09.10	12:00:00	23908.50	23915.15	23903.15	23913.28	3219	0	95
2025.09.10	12:15:00	23913.40	23920.00	23905.90	23919.03	3308	0	95
2025.09.10	12:30:00	23918.90	23926.03	23916.28	23925.03	3482	0	95
2025.09.10	12:45:00	23924.90	23926.15	23920.28	23924.15	2413	0	95
2025.09.10	13:00:00	23924.25	23929.15	23921.90	23927.28	2869	0	95
2025.09.10	13:15:00	23927.40	23935.03	23922.15	23927.40	4556	0	95
2025.09.10	13:30:00	23927.28	23954.28	23927.03	23953.53	4914	0	95
2025.09.10	13:45:00	23953.65	23957.15	23947.28	23948.53	4062	0	95
2025.09.10	14:00:00	23948.65	23964.15	23941.65	23947.78	7173	0	95
2025.09.10	14:15:00	23947.90	23949.90	23934.00	23939.00	7377	0	95
2025.09.10	14:30:00	23938.00	24043.25	23928.25	24009.78	52898	0	95
2025.09.10	14:45:00	24009.90	24013.53	23994.90	24003.53	23376	0	95
2025.09.10	15:00:00	24003.65	24005.28	23977.50	23998.15	17281	0	95
2025.09.10	15:15:00	23998.28	24014.28	23995.65	23998.65	18279	0	95
2025.09.10	15:30:00	23998.53	24000.03	23917.53	23929.53	188022	0	95
2025.09.10	15:45:00	23929.65	23952.28	23899.90	23930.03	122221	0	95
2025.09.10	16:00:00	23929.90	23976.40	23924.03	23958.03	83241	0	95
2025.09.10	16:15:00	23958.15	23985.15	23948.28	23964.03	65601	0	95
2025.09.10	16:30:00	23964.15	23981.90	23957.28	23976.65	57470	0	95
2025.09.10	16:45:00	23976.53	23990.00	23958.28	23966.28	48356	0	95
2025.09.10	17:00:00	23966.40	23978.53	23958.53	23968.78	44974	0	95
2025.09.10	17:15:00	23968.65	23969.28	23922.28	23942.53	50484	0	95
2025.09.10	17:30:00	23942.65	23955.15	23922.53	23954.28	35453	0	95
2025.09.10	17:45:00	23954.40	23968.78	23947.65	23949.53	27411	0	95
2025.09.10	18:00:00	23949.65	23950.15	23923.15	23932.28	32517	0	95
2025.09.10	18:15:00	23932.40	23940.53	23903.90	23917.03	30137	0	95
2025.09.10	18:30:00	23916.90	23926.28	23900.65	23901.78	25786	0	95
2025.09.10	18:45:00	23901.90	23926.15	23896.78	23923.53	23966	0	95
2025.09.10	19:00:00	23923.65	23939.65	23919.40	23924.03	24973	0	95
2025.09.10	19:15:00	23924.15	23926.03	23872.40	23883.78	27664	0	95
2025.09.10	19:30:00	23883.90	23906.78	23877.15	23899.03	27398	0	95
2025.09.10	19:45:00	23898.90	23908.78	23880.25	23897.03	24845	0	95
2025.09.10	20:00:00	23897.15	23899.28	23876.00	23887.53	23175	0	95
2025.09.10	20:15:00	23887.40	23887.65	23845.15	23857.28	34841	0	95
2025.09.10	20:30:00	23857.40	23879.15	23854.03	23860.78	29967	0	95
2025.09.10	20:45:00	23860.90	23866.90	23835.28	23861.78	27967	0	95
2025.09.10	21:00:00	23861.90	23866.28	23804.65	23806.28	35444	0	95
2025.09.10	21:15:00	23806.15	23822.78	23784.78	23809.28	42403	0	95
2025.09.10	21:30:00	23809.40	23862.53	23808.28	23862.03	37495	0	95
2025.09.10	21:45:00	23862.25	23892.15	23850.00	23874.15	49399	0	95
2025.09.10	22:00:00	23874.40	23884.65	23866.03	23870.65	13574	0	95
2025.09.10	22:15:00	23870.53	23875.15	23865.03	23873.78	4535	0	95
2025.09.10	22:30:00	23873.65	23874.28	23866.53	23867.03	2319	0	95
2025.09.10	22:45:00	23866.90	23867.28	23856.90	23857.78	2603	0	95
2025.09.11	00:00:00	23853.25	23878.75	23852.75	23870.75	2174	0	95
2025.09.11	00:15:00	23870.50	23878.25	23867.25	23873.50	1721	0	95
2025.09.11	00:30:00	23873.50	23886.15	23873.00	23885.75	2129	0	95
2025.09.11	00:45:00	23885.65	23908.03	23885.40	23896.90	3971	0	95
2025.09.11	01:00:00	23897.00	23909.28	23891.78	23901.90	4202	0	95
2025.09.11	01:15:00	23901.78	23913.25	23899.15	23900.53	2686	0	95
2025.09.11	01:30:00	23900.65	23903.40	23893.15	23898.15	2033	0	95
2025.09.11	01:45:00	23898.03	23900.65	23892.03	23900.40	3183	0	95
2025.09.11	02:00:00	23900.28	23905.00	23882.03	23882.90	6546	0	95
2025.09.11	02:15:00	23883.00	23891.65	23870.90	23884.40	5762	0	95
2025.09.11	02:30:00	23884.00	23901.28	23881.15	23900.65	3894	0	95
2025.09.11	02:45:00	23900.53	23911.78	23898.50	23904.15	3968	0	95
2025.09.11	03:00:00	23904.03	23911.15	23898.65	23906.15	4825	0	95
2025.09.11	03:15:00	23906.28	23911.78	23901.78	23910.90	3199	0	95
2025.09.11	03:30:00	23910.78	23916.03	23906.03	23911.28	3369	0	95
2025.09.11	03:45:00	23911.15	23911.28	23902.50	23907.15	3508	0	95
2025.09.11	04:00:00	23907.03	23908.90	23899.40	23904.40	3037	0	95
2025.09.11	04:15:00	23904.28	23911.28	23900.03	23909.90	2620	0	95
2025.09.11	04:30:00	23910.03	23915.78	23906.00	23906.53	2281	0	95
2025.09.11	04:45:00	23906.65	23909.40	23900.15	23907.28	2211	0	95
2025.09.11	05:00:00	23907.40	23910.53	23904.65	23908.15	1873	0	95
2025.09.11	05:15:00	23908.03	23914.53	23907.90	23913.28	984	0	95
2025.09.11	05:30:00	23913.15	23916.15	23908.15	23914.40	1408	0	95
2025.09.11	05:45:00	23914.28	23918.53	23910.15	23912.90	1528	0	95
2025.09.11	06:00:00	23913.03	23914.78	23907.03	23908.03	1530	0	95
2025.09.11	06:15:00	23907.90	23908.15	23881.50	23887.40	5451	0	95
2025.09.11	06:30:00	23887.28	23888.75	23879.90	23881.90	3599	0	95
2025.09.11	06:45:00	23881.78	23884.65	23877.25	23879.15	2708	0	95
2025.09.11	07:00:00	23879.25	23887.28	23872.03	23873.40	4609	0	95
2025.09.11	07:15:00	23873.28	23893.15	23870.75	23888.65	5646	0	95
2025.09.11	07:30:00	23888.78	23895.78	23884.15	23894.03	3678	0	95
2025.09.11	07:45:00	23893.90	23894.03	23881.25	23884.90	3688	0	95
2025.09.11	08:00:00	23884.78	23895.03	23877.90	23894.40	5359	0	95
2025.09.11	08:15:00	23894.28	23906.90	23890.65	23904.90	4285	0	95
2025.09.11	08:30:00	23905.03	23922.40	23903.40	23914.15	5071	0	95
2025.09.11	08:45:00	23914.03	23918.90	23910.75	23917.50	3360	0	95
2025.09.11	09:00:00	23917.40	23921.40	23905.90	23916.15	10811	0	95
2025.09.11	09:15:00	23916.28	23923.28	23908.25	23911.15	6595	0	95
2025.09.11	09:30:00	23911.03	23928.65	23908.28	23920.78	6357	0	95
2025.09.11	09:45:00	23920.65	23935.00	23918.40	23930.65	4342	0	95
2025.09.11	10:00:00	23930.53	23939.28	23926.65	23938.53	5910	0	95
2025.09.11	10:15:00	23938.40	23941.53	23922.28	23925.03	4632	0	95
2025.09.11	10:30:00	23925.15	23928.03	23916.78	23924.28	5241	0	95
2025.09.11	10:45:00	23924.40	23926.40	23919.78	23921.90	3713	0	95
2025.09.11	11:00:00	23922.03	23927.78	23919.90	23925.03	3400	0	95
2025.09.11	11:15:00	23924.90	23929.28	23922.15	23924.90	3656	0	95
2025.09.11	11:30:00	23924.78	23925.03	23912.40	23913.78	2979	0	95
2025.09.11	11:45:00	23913.90	23921.15	23907.78	23919.90	3572	0	95
2025.09.11	12:00:00	23919.78	23935.15	23917.53	23934.65	4356	0	95
2025.09.11	12:15:00	23934.78	23938.78	23931.15	23937.15	4072	0	95
2025.09.11	12:30:00	23937.28	23946.28	23934.90	23940.65	3176	0	95
2025.09.11	12:45:00	23940.78	23949.53	23938.03	23945.40	3365	0	95
2025.09.11	13:00:00	23945.28	23949.65	23942.50	23943.78	3754	0	95
2025.09.11	13:15:00	23943.90	23945.28	23938.75	23942.65	3457	0	95
2025.09.11	13:30:00	23942.78	23951.78	23939.15	23948.53	4112	0	95
2025.09.11	13:45:00	23948.40	23955.15	23943.15	23945.78	5288	0	95
2025.09.11	14:00:00	23945.65	23951.53	23938.90	23944.50	5919	0	95
2025.09.11	14:15:00	23944.50	23956.28	23930.00	23948.75	14023	0	95
2025.09.11	14:30:00	23948.75	23975.25	23838.25	23924.15	69047	0	95
2025.09.11	14:45:00	23924.03	23960.78	23914.78	23959.15	48590	0	95
2025.09.11	15:00:00	23959.03	23964.03	23939.65	23948.65	32170	0	95
2025.09.11	15:15:00	23948.53	23977.53	23939.28	23976.53	22282	0	95
2025.09.11	15:30:00	23976.40	23997.15	23910.75	23923.90	156772	0	95
2025.09.11	15:45:00	23923.78	23987.28	23909.40	23978.65	102618	0	95
2025.09.11	16:00:00	23978.53	24002.65	23954.65	23958.53	81318	0	95
2025.09.11	16:15:00	23958.40	23977.28	23946.65	23964.78	67080	0	95
2025.09.11	16:30:00	23964.90	24017.15	23960.65	24014.03	53156	0	95
2025.09.11	16:45:00	24013.90	24019.40	23974.65	24003.28	53236	0	95
2025.09.11	17:00:00	24003.15	24018.15	24000.15	24016.28	35950	0	95
2025.09.11	17:15:00	24016.15	24045.40	24013.28	24037.28	41545	0	95
2025.09.11	17:30:00	24037.40	24044.90	24018.40	24018.53	30701	0	95
2025.09.11	17:45:00	24018.65	24029.40	24002.78	24023.78	27798	0	95
2025.09.11	18:00:00	24023.65	24042.78	24021.03	24033.53	20810	0	95
2025.09.11	18:15:00	24033.40	24041.40	24022.53	24024.03	21025	0	95
2025.09.11	18:30:00	24024.15	24032.90	24005.78	24014.40	22172	0	95
2025.09.11	18:45:00	24014.53	24017.03	23994.00	24008.28	21782	0	95
2025.09.11	19:00:00	24008.15	24025.90	23996.90	24024.03	25951	0	95
2025.09.11	19:15:00	24023.90	24029.40	24011.75	24013.78	19361	0	95
2025.09.11	19:30:00	24013.65	24033.28	24013.03	24029.15	20164	0	95
2025.09.11	19:45:00	24029.28	24032.28	24003.65	24031.78	22215	0	95
2025.09.11	20:00:00	24031.90	24035.15	24021.90	24026.03	20490	0	95
2025.09.11	20:15:00	24026.15	24029.28	24013.90	24020.78	19235	0	95
2025.09.11	20:30:00	24020.90	24033.90	24016.65	24032.03	17315	0	95
2025.09.11	20:45:00	24032.15	24043.65	24029.65	24033.03	16136	0	95
2025.09.11	21:00:00	24033.15	24036.90	24021.78	24023.03	18053	0	95
2025.09.11	21:15:00	24022.90	24037.90	24021.03	24032.40	16205	0	95
2025.09.11	21:30:00	24032.53	24040.78	24024.15	24025.78	18907	0	95
2025.09.11	21:45:00	24025.65	24043.53	24007.40	24011.28	38527	0	95
2025.09.11	22:00:00	24011.40	24023.15	24003.28	24007.28	17281	0	95
2025.09.11	22:15:00	24007.15	24015.40	24005.65	24011.53	4963	0	95
2025.09.11	22:30:00	24011.40	24014.15	24004.90	24006.15	3169	0	95
2025.09.11	22:45:00	24006.28	24011.65	24004.03	24006.28	3244	0	95
2025.09.12	00:00:00	24027.78	24028.50	24010.75	24014.40	10348	0	95
2025.09.12	00:15:00	24014.28	24016.90	24006.15	24013.65	5292	0	95
