<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.29	04:45:00	21819.90	21823.28	21789.78	21790.15	11078	0	95
2025.05.29	05:00:00	21790.00	21810.65	21783.78	21810.00	8788	0	95
2025.05.29	05:15:00	21810.15	21817.00	21788.00	21796.75	8726	0	95
2025.05.29	05:30:00	21796.65	21803.78	21778.00	21785.25	7258	0	95
2025.05.29	05:45:00	21785.40	21790.15	21780.25	21782.65	4876	0	95
2025.05.29	06:00:00	21782.53	21800.25	21781.40	21798.40	4798	0	95
2025.05.29	06:15:00	21798.50	21800.15	21777.53	21786.40	4818	0	95
2025.05.29	06:30:00	21786.50	21799.28	21775.00	21796.25	5546	0	95
2025.05.29	06:45:00	21796.15	21805.78	21791.28	21795.90	5462	0	95
2025.05.29	07:00:00	21795.75	21799.40	21790.90	21796.00	5072	0	95
2025.05.29	07:15:00	21796.15	21814.75	21796.15	21804.78	5514	0	95
2025.05.29	07:30:00	21804.90	21818.40	21802.00	21809.15	6377	0	95
2025.05.29	07:45:00	21809.25	21824.03	21801.15	21804.53	5715	0	95
2025.05.29	08:00:00	21804.65	21805.90	21778.25	21780.78	8351	0	95
2025.05.29	08:15:00	21780.65	21788.53	21768.53	21784.65	7890	0	95
2025.05.29	08:30:00	21784.75	21790.25	21769.25	21771.65	6843	0	95
2025.05.29	08:45:00	21771.50	21785.75	21766.40	21771.15	8553	0	95
2025.05.29	09:00:00	21771.00	21777.00	21745.90	21767.90	15581	0	95
2025.05.29	09:15:00	21767.75	21793.75	21756.00	21791.15	10860	0	95
2025.05.29	09:30:00	21791.00	21817.78	21779.25	21814.90	10427	0	95
2025.05.29	09:45:00	21814.78	21847.40	21806.78	21847.40	9194	0	95
2025.05.29	10:00:00	21847.28	21858.40	21819.90	21822.15	18809	0	95
2025.05.29	10:15:00	21822.28	21826.90	21786.65	21790.00	12058	0	95
2025.05.29	10:30:00	21790.15	21792.65	21774.78	21784.40	11140	0	95
2025.05.29	10:45:00	21784.50	21793.15	21777.50	21781.90	9287	0	95
2025.05.29	11:00:00	21781.78	21810.25	21774.65	21802.90	8828	0	95
2025.05.29	11:15:00	21803.03	21804.90	21781.90	21791.75	9698	0	95
2025.05.29	11:30:00	21791.65	21815.40	21785.28	21801.90	9599	0	95
2025.05.29	11:45:00	21802.03	21817.65	21783.00	21784.75	10508	0	95
2025.05.29	12:00:00	21784.65	21787.65	21747.00	21750.78	16074	0	95
2025.05.29	12:15:00	21750.65	21754.00	21728.03	21732.65	14760	0	95
2025.05.29	12:30:00	21732.50	21752.00	21730.90	21734.40	11410	0	95
2025.05.29	12:45:00	21734.53	21739.15	21709.78	21734.65	14456	0	95
2025.05.29	13:00:00	21734.78	21738.75	21717.25	21728.25	15168	0	95
2025.05.29	13:15:00	21728.40	21733.28	21677.78	21684.15	13112	0	95
2025.05.29	13:30:00	21684.00	21703.40	21672.50	21699.25	17017	0	95
2025.05.29	13:45:00	21697.50	21702.00	21648.00	21654.75	18623	0	95
2025.05.29	14:00:00	21654.90	21689.75	21619.90	21648.15	30732	0	95
2025.05.29	14:15:00	21648.03	21666.00	21626.78	21655.75	20425	0	95
2025.05.29	14:30:00	21655.75	21686.90	21627.00	21638.65	30667	0	95
2025.05.29	14:45:00	21638.75	21666.53	21638.75	21644.15	22093	0	95
2025.05.29	15:00:00	21644.28	21670.65	21639.15	21669.15	23129	0	95
2025.05.29	15:15:00	21669.28	21692.40	21660.90	21672.15	28102	0	95
2025.05.29	15:30:00	21672.03	21679.15	21522.28	21525.90	188716	0	95
2025.05.29	15:45:00	21526.03	21557.28	21485.00	21517.50	126010	0	95
2025.05.29	16:00:00	21517.25	21533.15	21395.15	21435.90	152320	0	95
2025.05.29	16:15:00	21435.78	21462.03	21380.00	21455.90	117083	0	95
2025.05.29	16:30:00	21455.78	21474.78	21429.78	21456.15	96922	0	95
2025.05.29	16:45:00	21456.03	21521.78	21448.90	21515.53	67610	0	95
2025.05.29	17:00:00	21515.40	21518.90	21459.15	21461.03	73184	0	95
2025.05.29	17:15:00	21460.90	21509.78	21456.65	21500.15	63703	0	95
2025.05.29	17:30:00	21500.03	21504.40	21424.90	21442.65	74362	0	95
2025.05.29	17:45:00	21442.78	21458.65	21324.90	21348.40	90187	0	95
2025.05.29	18:00:00	21348.53	21408.78	21301.00	21405.75	117857	0	95
2025.05.29	18:15:00	21405.90	21437.28	21405.00	21425.53	64770	0	95
2025.05.29	18:30:00	21425.40	21455.65	21423.28	21448.90	48637	0	95
2025.05.29	18:45:00	21449.03	21471.03	21425.78	21455.53	51205	0	95
2025.05.29	19:00:00	21455.65	21481.75	21439.15	21448.40	49275	0	95
2025.05.29	19:15:00	21448.28	21451.78	21407.78	21414.90	60350	0	95
2025.05.29	19:30:00	21415.03	21436.78	21400.03	21407.28	53845	0	95
2025.05.29	19:45:00	21407.15	21418.03	21367.40	21371.90	64831	0	95
2025.05.29	20:00:00	21372.03	21404.53	21368.90	21394.15	56896	0	95
2025.05.29	20:15:00	21394.28	21400.15	21316.75	21329.90	69799	0	95
2025.05.29	20:30:00	21329.78	21388.78	21329.28	21380.03	48291	0	95
2025.05.29	20:45:00	21379.90	21398.15	21346.75	21361.90	44102	0	95
2025.05.29	21:00:00	21361.78	21387.78	21341.15	21346.40	68747	0	95
2025.05.29	21:15:00	21346.53	21408.03	21338.25	21369.65	47952	0	95
2025.05.29	21:30:00	21369.75	21397.40	21369.28	21386.15	46595	0	95
2025.05.29	21:45:00	21386.03	21445.75	21372.40	21410.03	86937	0	95
2025.05.29	22:00:00	21410.15	21426.90	21367.25	21379.78	23514	0	95
2025.05.29	22:15:00	21379.65	21408.53	21378.75	21406.90	7202	0	95
2025.05.29	22:30:00	21407.00	21416.50	21394.00	21396.40	5770	0	95
2025.05.29	22:45:00	21396.28	21398.03	21376.90	21385.00	6134	0	95
2025.05.30	00:00:00	21370.78	21394.40	21347.75	21382.00	10042	0	95
2025.05.30	00:15:00	21381.90	21383.50	21345.50	21348.50	8438	0	95
2025.05.30	00:30:00	21348.65	21367.78	21340.50	21341.90	7265	0	95
2025.05.30	00:45:00	21341.78	21354.53	21334.65	21352.25	6561	0	95
2025.05.30	01:00:00	21352.25	21363.78	21343.50	21358.40	5734	0	95
2025.05.30	01:15:00	21358.25	21368.65	21349.50	21360.25	4498	0	95
2025.05.30	01:30:00	21360.40	21366.65	21325.28	21330.75	6430	0	95
2025.05.30	01:45:00	21330.90	21331.50	21313.50	21316.25	9040	0	95
2025.05.30	02:00:00	21316.25	21343.28	21314.15	21337.90	10629	0	95
2025.05.30	02:15:00	21337.78	21352.15	21328.25	21343.25	9893	0	95
2025.05.30	02:30:00	21343.40	21354.03	21328.25	21353.75	6981	0	95
2025.05.30	02:45:00	21353.90	21356.03	21329.90	21341.00	9107	0	95
2025.05.30	03:00:00	21340.75	21348.03	21267.50	21317.25	15656	0	95
2025.05.30	03:15:00	21317.25	21327.28	21279.75	21325.25	11287	0	95
2025.05.30	03:30:00	21325.50	21340.65	21313.00	21338.50	8392	0	95
2025.05.30	03:45:00	21338.40	21344.65	21327.78	21342.50	5995	0	95
2025.05.30	04:00:00	21342.40	21352.40	21333.15	21341.75	7707	0	95
2025.05.30	04:15:00	21341.65	21350.53	21335.50	21338.40	4451	0	95
2025.05.30	04:30:00	21338.25	21359.15	21338.15	21356.65	4586	0	95
2025.05.30	04:45:00	21356.53	21362.00	21346.25	21359.00	3257	0	95
2025.05.30	05:00:00	21358.75	21364.15	21349.78	21358.25	3889	0	95
2025.05.30	05:15:00	21358.40	21359.15	21333.78	21338.00	5750	0	95
2025.05.30	05:30:00	21337.90	21347.65	21335.40	21342.00	4698	0	95
2025.05.30	05:45:00	21341.90	21348.03	21336.53	21345.65	2910	0	95
2025.05.30	06:00:00	21345.50	21353.28	21337.75	21352.65	3390	0	95
2025.05.30	06:15:00	21352.53	21355.53	21344.90	21346.75	3154	0	95
2025.05.30	06:30:00	21346.65	21348.90	21331.25	21332.50	2862	0	95
2025.05.30	06:45:00	21332.65	21350.40	21330.00	21348.78	3448	0	95
2025.05.30	07:00:00	21348.65	21366.40	21347.28	21364.28	4884	0	95
2025.05.30	07:15:00	21364.15	21381.03	21358.15	21374.90	5040	0	95
2025.05.30	07:30:00	21375.00	21412.03	21372.78	21411.53	6659	0	95
2025.05.30	07:45:00	21411.25	21411.25	21382.90	21386.40	6787	0	95
2025.05.30	08:00:00	21386.28	21397.75	21371.78	21386.28	9759	0	95
2025.05.30	08:15:00	21386.40	21393.65	21352.00	21356.50	10054	0	95
2025.05.30	08:30:00	21356.65	21363.40	21336.78	21338.00	10818	0	95
2025.05.30	08:45:00	21337.90	21352.25	21333.00	21336.25	8441	0	95
2025.05.30	09:00:00	21336.25	21354.78	21318.25	21328.75	18677	0	95
2025.05.30	09:15:00	21329.00	21365.78	21329.00	21359.90	11845	0	95
2025.05.30	09:30:00	21360.00	21372.25	21354.25	21367.90	10414	0	95
2025.05.30	09:45:00	21368.00	21381.90	21342.00	21362.50	11294	0	95
2025.05.30	10:00:00	21360.75	21392.65	21359.40	21390.00	12640	0	95
2025.05.30	10:15:00	21390.00	21395.15	21366.75	21370.00	10047	0	95
2025.05.30	10:30:00	21370.15	21378.90	21352.53	21364.50	8949	0	95
2025.05.30	10:45:00	21364.65	21383.15	21357.50	21359.75	7971	0	95
2025.05.30	11:00:00	21360.00	21380.53	21356.15	21367.90	7933	0	95
2025.05.30	11:15:00	21368.03	21391.90	21362.90	21382.65	7206	0	95
2025.05.30	11:30:00	21382.78	21394.90	21373.00	21378.15	7226	0	95
2025.05.30	11:45:00	21378.25	21386.15	21361.00	21363.15	7189	0	95
2025.05.30	12:00:00	21363.25	21383.28	21348.25	21352.90	9584	0	95
2025.05.30	12:15:00	21353.00	21377.90	21350.40	21377.50	6191	0	95
2025.05.30	12:30:00	21377.50	21389.40	21375.90	21380.40	6300	0	95
2025.05.30	12:45:00	21380.25	21388.50	21369.15	21383.65	6431	0	95
2025.05.30	13:00:00	21383.75	21420.65	21376.25	21409.00	9986	0	95
2025.05.30	13:15:00	21409.15	21413.90	21393.90	21395.15	7360	0	95
2025.05.30	13:30:00	21395.00	21401.90	21387.25	21390.40	8257	0	95
2025.05.30	13:45:00	21390.50	21403.75	21383.65	21387.50	8651	0	95
2025.05.30	14:00:00	21387.50	21419.65	21226.25	21281.00	46830	0	95
2025.05.30	14:15:00	21281.00	21331.50	21273.25	21292.50	35728	0	95
2025.05.30	14:30:00	21289.75	21370.75	21284.25	21356.90	34781	0	95
2025.05.30	14:45:00	21357.00	21367.53	21333.25	21334.50	26608	0	95
2025.05.30	15:00:00	21334.65	21353.75	21313.75	21325.50	26334	0	95
2025.05.30	15:15:00	21325.65	21384.28	21325.65	21381.50	33932	0	95
2025.05.30	15:30:00	21381.50	21390.28	21294.90	21300.15	150282	0	95
2025.05.30	15:45:00	21300.28	21327.28	21234.50	21257.50	119938	0	95
2025.05.30	16:00:00	21257.25	21383.28	21253.75	21369.15	111062	0	95
2025.05.30	16:15:00	21369.00	21391.75	21355.40	21383.90	74498	0	95
2025.05.30	16:30:00	21383.78	21398.78	21358.90	21369.78	67768	0	95
2025.05.30	16:45:00	21369.65	21387.90	21345.03	21354.40	71145	0	95
2025.05.30	17:00:00	21354.53	21374.40	21334.53	21346.65	62796	0	95
2025.05.30	17:15:00	21346.78	21377.90	21318.00	21367.78	58395	0	95
2025.05.30	17:30:00	21367.65	21378.40	21287.40	21301.28	85053	0	95
2025.05.30	17:45:00	21301.40	21347.28	21291.75	21322.65	60038	0	95
2025.05.30	18:00:00	21322.78	21336.40	21295.65	21323.65	52768	0	95
2025.05.30	18:15:00	21323.78	21328.40	21159.00	21174.15	98517	0	95
2025.05.30	18:30:00	21174.28	21178.65	21078.40	21133.15	186369	0	95
2025.05.30	18:45:00	21133.00	21141.25	21071.15	21108.40	112594	0	95
2025.05.30	19:00:00	21108.50	21190.40	21088.75	21162.90	98090	0	95
2025.05.30	19:15:00	21163.03	21180.65	21140.28	21174.65	74839	0	95
2025.05.30	19:30:00	21174.53	21206.28	21165.28	21177.90	54088	0	95
2025.05.30	19:45:00	21178.03	21213.15	21161.50	21175.28	56352	0	95
2025.05.30	20:00:00	21175.15	21242.90	21174.28	21235.40	62867	0	95
2025.05.30	20:15:00	21235.28	21297.78	21226.75	21280.03	78018	0	95
2025.05.30	20:30:00	21280.15	21294.28	21260.00	21268.65	54070	0	95
2025.05.30	20:45:00	21268.78	21306.53	21265.15	21300.53	47565	0	95
2025.05.30	21:00:00	21300.40	21356.90	21295.65	21340.90	64420	0	95
2025.05.30	21:15:00	21340.78	21396.90	21339.78	21386.65	56248	0	95
2025.05.30	21:30:00	21386.53	21406.78	21347.90	21366.53	79656	0	95
2025.05.30	21:45:00	21366.40	21432.78	21345.25	21368.90	134640	0	95
2025.06.02	00:00:00	21301.50	21347.75	21295.00	21340.65	10759	0	95
2025.06.02	00:15:00	21340.78	21346.25	21301.65	21314.50	7361	0	95
2025.06.02	00:30:00	21314.65	21328.15	21313.00	21317.90	5428	0	95
2025.06.02	00:45:00	21318.00	21326.15	21304.25	21313.15	4723	0	95
2025.06.02	01:00:00	21313.25	21313.75	21294.90	21302.75	4942	0	95
2025.06.02	01:15:00	21302.65	21311.03	21291.15	21293.25	5236	0	95
2025.06.02	01:30:00	21292.50	21314.00	21276.00	21310.75	4924	0	95
2025.06.02	01:45:00	21311.00	21312.50	21294.00	21302.75	1507	0	95
2025.06.02	02:00:00	21303.00	21318.50	21295.00	21317.25	2827	0	95
2025.06.02	02:15:00	21317.00	21325.15	21296.03	21297.40	4861	0	95
2025.06.02	02:30:00	21297.50	21301.90	21284.25	21296.40	8819	0	95
2025.06.02	02:45:00	21296.50	21306.65	21285.28	21293.75	7771	0	95
2025.06.02	03:00:00	21293.75	21307.90	21287.50	21304.50	7078	0	95
2025.06.02	03:15:00	21304.65	21312.90	21295.78	21296.15	6426	0	95
2025.06.02	03:30:00	21296.25	21299.00	21266.90	21272.90	9127	0	95
2025.06.02	03:45:00	21273.00	21284.78	21269.25	21278.15	6906	0	95
2025.06.02	04:00:00	21278.03	21284.28	21259.28	21260.90	8566	0	95
2025.06.02	04:15:00	21260.50	21275.03	21255.90	21267.75	6222	0	95
2025.06.02	04:30:00	21267.65	21278.40	21266.40	21276.25	4209	0	95
2025.06.02	04:45:00	21276.40	21282.03	21261.78	21263.65	4898	0	95
2025.06.02	05:00:00	21263.53	21265.00	21236.78	21244.75	9126	0	95
2025.06.02	05:15:00	21244.65	21257.90	21237.15	21243.15	6815	0	95
2025.06.02	05:30:00	21243.25	21248.78	21238.50	21240.40	3998	0	95
2025.06.02	05:45:00	21240.25	21243.65	21226.50	21230.90	5378	0	95
2025.06.02	06:00:00	21230.78	21242.50	21226.65	21241.65	3579	0	95
2025.06.02	06:15:00	21241.75	21254.15	21239.90	21249.15	2846	0	95
2025.06.02	06:30:00	21249.28	21252.40	21237.25	21244.00	2940	0	95
2025.06.02	06:45:00	21243.90	21245.65	21218.28	21235.50	5461	0	95
2025.06.02	07:00:00	21235.25	21250.28	21232.75	21244.90	4616	0	95
2025.06.02	07:15:00	21244.78	21245.90	21228.53	21230.15	5507	0	95
2025.06.02	07:30:00	21230.00	21236.15	21212.90	21232.15	7395	0	95
2025.06.02	07:45:00	21232.28	21236.53	21221.78	21230.40	5087	0	95
2025.06.02	08:00:00	21230.28	21231.15	21201.03	21202.75	8210	0	95
2025.06.02	08:15:00	21202.65	21232.28	21197.78	21227.50	9012	0	95
2025.06.02	08:30:00	21227.40	21245.78	21219.25	21244.50	8563	0	95
2025.06.02	08:45:00	21244.40	21248.15	21225.15	21227.75	7852	0	95
2025.06.02	09:00:00	21227.25	21267.40	21221.00	21263.90	17740	0	95
2025.06.02	09:15:00	21264.00	21265.15	21162.65	21170.75	21017	0	95
2025.06.02	09:30:00	21170.75	21236.50	21165.00	21219.75	21597	0	95
2025.06.02	09:45:00	21219.50	21232.53	21209.00	21211.15	18020	0	95
2025.06.02	10:00:00	21211.00	21252.00	21205.90	21248.00	24141	0	95
2025.06.02	10:15:00	21248.00	21259.90	21224.15	21255.25	16890	0	95
2025.06.02	10:30:00	21255.90	21262.90	21231.90	21237.40	12209	0	95
2025.06.02	10:45:00	21237.50	21248.90	21226.00	21234.65	11430	0	95
2025.06.02	11:00:00	21234.75	21242.03	21208.40	21217.40	14721	0	95
2025.06.02	11:15:00	21217.50	21232.65	21210.00	21227.25	12215	0	95
2025.06.02	11:30:00	21227.40	21232.50	21207.00	21209.25	10944	0	95
2025.06.02	11:45:00	21209.40	21226.15	21200.90	21225.00	13299	0	95
2025.06.02	12:00:00	21225.15	21249.15	21217.25	21239.90	11554	0	95
2025.06.02	12:15:00	21240.03	21241.15	21214.00	21226.25	12189	0	95
2025.06.02	12:30:00	21226.40	21245.15	21217.90	21234.75	9123	0	95
2025.06.02	12:45:00	21234.65	21252.90	21231.25	21250.15	8315	0	95
2025.06.02	13:00:00	21250.00	21284.90	21237.90	21278.50	13616	0	95
2025.06.02	13:15:00	21278.65	21280.50	21264.00	21270.15	9350	0	95
2025.06.02	13:30:00	21270.03	21291.03	21264.00	21267.50	11453	0	95
2025.06.02	13:45:00	21267.40	21276.03	21254.78	21255.28	8998	0	95
2025.06.02	14:00:00	21255.15	21277.90	21252.78	21276.00	12134	0	95
2025.06.02	14:15:00	21275.90	21279.15	21239.28	21251.65	13374	0	95
2025.06.02	14:30:00	21251.75	21289.65	21244.00	21289.03	13243	0	95
2025.06.02	14:45:00	21288.90	21293.65	21263.03	21284.78	13439	0	95
2025.06.02	15:00:00	21284.65	21296.78	21257.40	21268.90	16368	0	95
2025.06.02	15:15:00	21268.78	21290.90	21257.65	21288.03	19109	0	95
2025.06.02	15:30:00	21288.15	21457.53	21286.40	21422.00	146394	0	95
2025.06.02	15:45:00	21422.15	21432.50	21297.90	21311.00	140386	0	95
2025.06.02	16:00:00	21287.50	21329.28	21234.25	21310.65	184926	0	95
2025.06.02	16:15:00	21310.50	21383.90	21302.00	21378.40	104602	0	95
2025.06.02	16:30:00	21378.28	21418.03	21348.53	21366.40	89019	0	95
2025.06.02	16:45:00	21366.28	21404.15	21356.53	21396.90	71943	0	95
2025.06.02	17:00:00	21396.75	21415.40	21355.03	21397.65	73125	0	95
2025.06.02	17:15:00	21397.53	21400.78	21359.28	21369.78	55375	0	95
2025.06.02	17:30:00	21369.90	21400.90	21355.40	21397.15	55060	0	95
